Feature_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
AB514513,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora chiangmaiensis,1.0
AB514514,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora succinea,1.0
AB514517,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora succinea,1.0
AB514518,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora succinea,1.0
AB514519,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora succinea,1.0
AB514520,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora succinea,1.0
AB517669,Bacteria,Actinomycetota,Acidimicrobiia_401430,Acidimicrobiales,UBA8190,Aciditerrimonas,Aciditerrimonas ferrireducens,1.0
AB521671,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia saturnea,1.0
AB521672,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia thermophila,1.0
AB522686,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Yinghuangia,Yinghuangia aomiensis,1.0
AB523413,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Oryzihumus_390144,Oryzihumus leptocrescens,1.0
AB523882,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Catenuloplanes,Catenuloplanes crispus,1.0
AB529446,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Dactylosporangium,Dactylosporangium aurantiacum,1.0
AB531472,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Cryptosporangiaceae,Cryptosporangium,Cryptosporangium arvum,1.0
AB535095,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinophytocola,Actinophytocola xinjiangensis,1.0
AB537170,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium madagascariense,1.0
AB537173,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Tetrasphaera_A_390462,Tetrasphaera japonica,1.0
AB537489,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Paraburkholderia_580243,Paraburkholderia sacchari,1.0
AB542397,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Noviherbaspirillum_A_569121,Noviherbaspirillum_A_569121 sp001428545,1.0
AB544079,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_B_391961,Nocardioides_B iriomotensis,1.0
AB545808,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubricoccus,Rubricoccus marinus,1.0
AB546308,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Agromyces,Agromyces sp001421565,1.0
AB547126,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia acaciae,1.0
AB548216,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter_A_608626,Povalibacter uvarum,1.0
AB548616,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Virgisporangium,Virgisporangium aliadipatigenens,1.0
AB552861,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,Roseimicrobium gellanilyticum,1.0
AB557595,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Spirillospora_393471,Spirillospora hibisca,1.0
AB557596,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Spirillospora_393471,Spirillospora hibisca,1.0
AB560969,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Micromonospora_H_372070,Micromonospora_H_372076 caldifontis,1.0
AB560970,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Planosporangium,Planosporangium thailandense,1.0
AB560974,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Promicromonospora,Promicromonospora thailandica,1.0
AB561883,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,Acidiphilium rubrum,1.0
AB563785,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Chelativorans_C_501579,Chelativorans_C_501579 composti,1.0
AB581530,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora chiangmaiensis,1.0
AB588634,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Catenuloplanes,Catenuloplanes japonicus,1.0
AB594201,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Pseudoroseomonas,Pseudoroseomonas sp000245075,1.0
AB594202,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas_507234,Roseomonas sp001941945,1.0
AB594818,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangium oxazolinicum,1.0
AB597931,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Asanoa,Asanoa hainanensis,1.0
AB597950,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Conexibacter arvalis,1.0
AB598278,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,Aggregatilinea,Aggregatilinea lenta,1.0
AB602499,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Cellulomonas_A,Cellulomonas_A flavigena,1.0
AB611036,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,ZOR0009,Acetobacteroides,Acetobacteroides hydrogenigenes,1.0
AB617575,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Im1,Rhodoligotrophos,Rhodoligotrophos jinshengii,1.0
AB623011,Bacteria,Bacillota_I,Bacilli_A,Bacillales_D,Amphibacillaceae,Oceanobacillus_287537,Oceanobacillus indicireducens,1.0
AB639013,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Humihabitans_390232,Humihabitans oryzae,1.0
AB639020,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Demequinaceae,Demequina,Demequina oxidasica,1.0
AB641831,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Actinoplanes,Actinoplanes globisporus,1.0
AB649125,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Herbidospora,Herbidospora daliensis,1.0
AB663504,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Allorhizobium_499964,Allorhizobium selenitireducens,1.0
AB663558,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Micromonospora_H_372070,Phytohabitans flavus,1.0
AB663560,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Micromonospora_H_372070,Phytohabitans suffuscus,1.0
AB668307,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Actinoallomurus,Actinoallomurus vinaceus,1.0
AB680035,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria_B_613055,Frateuria aurantia,1.0
AB680089,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_647464,Pseudomonas_E_647464 paraversuta,1.0
AB680292,Bacteria,Bacillota_I,Bacilli_A,Bacillales_A,Planococcaceae,Planococcus,Planococcus okeanokoites,1.0
AB680579,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Hyphomicrobiaceae,Hyphomicrobium_B_496627,Hyphomicrobium_B_496603 methylovorum,1.0
AB680722,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium hydatis,1.0
AB680728,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga jiangningensis,1.0
AB680758,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Weeksellaceae,Soonwooa,Chryseobacterium_A_794667 piscium,1.0
AB680784,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Variovorax,Variovorax paradoxus_C,1.0
AB680813,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingobium_A_485959,Rhizorhapis suberifaciens,1.0
AB680882,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 mali,1.0
AB681139,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Cupriavidus,Cupriavidus basilensis_F,1.0
AB681270,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Weeksellaceae,Chryseobacterium_A_796612,Chryseobacterium_A_796612 piperi,1.0
AB681301,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Paraburkholderia_580243,Paraburkholderia xenovorans,1.0
AB681382,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A sp001636615,1.0
AB681383,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Spirosomataceae,Dyadobacter_906144,Dyadobacter koreensis,1.0
AB681384,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Spirosomataceae,Spirosoma,Spirosoma arcticum,1.0
AB681397,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_B_887417,Pedobacter_B_887417 koreensis,1.0
AB681400,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter_A_615905,Lysobacter_A_615905 sp001427225,1.0
AB681401,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_A_615336,Pseudoxanthomonas_A_615336 suwonensis_B,1.0
AB681706,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomicrobium_483145,Sphingomicrobium jaspsi,1.0
AB681719,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomicrobium_483192,Sphingomicrobium astaxanthinifaciens_A,1.0
AB681776,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_725029,Pseudescherichia,Pseudescherichia vulneris,1.0
AB681894,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A oryzae,1.0
AB681897,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Herminiimonas_567389,Herminiimonas arsenicoxydans,1.0
AB682230,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus salipaludis,1.0
AB682297,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Paraburkholderia_580243,Paraburkholderia sacchari,1.0
AB682366,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis,1.0
AB682759,Bacteria,Desulfobacterota_G_459546,Desulfuromonadia,Geobacterales,Geobacteraceae_439684,Geomobilimonas,Geomobilimonas sp003574885,1.0
AB688113,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas abyssalis,1.0
AB694977,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,SCMT01,SCMT01 sp011526085,1.0
AB696365.1.1335,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
AB696371.1.1340,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
AB705486,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Yinghuangia,Yinghuangia catbensis,1.0
AB712348,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Devosiaceae,Devosia_A_502124,Devosia_A_502124 sp001426345,1.0
AB736273,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 saccharophilum,1.0
AB738044,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Sciscionella,Kibdelosporangium lantanae,1.0
AB738400,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces rubrus,1.0
AB744663,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Actinacidiphila_394746,Actinacidiphila paucisporea,1.0
AB750685,Bacteria,Bacillota_I,Bacilli_A,Bacillales_D,Amphibacillaceae,Oceanobacillus_287537,Oceanobacillus massiliensis,1.0
AB778260,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Zhihengliuella,Zhihengliuella halotolerans,1.0
AB778526,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter diazotrophicus,1.0
AB839882,Bacteria,Pseudomonadota,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Reyranella graminifolii,1.0
AB841026,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Allokutzneria,Allokutzneria oryzae,1.0
AB842299,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium_394618,Sphaerisporangium melleum,1.0
AB842427,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfurisoma,Sulfurisoma sediminicola,1.0
AB847448,Bacteria,Myxococcota_A_473307,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter,Vulgatibacter incomptus,1.0
AB847449,Bacteria,Myxococcota_A_473307,Polyangia_463783,Polyangiales,Polyangiaceae,Labilithrix,Labilithrix luteola,1.0
AB847959,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Cyclobacteriaceae,Tunicatimonas,Catalinimonas niigatensis,1.0
AB854065,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Neorhizobium_500247,Neorhizobium sp001005825,1.0
AB859256,Bacteria,Bacillota_I,Bacilli_A,Thermoactinomycetales_367745,Thermoactinomycetaceae_367745,Geothermomicrobium,Geothermomicrobium terrae,1.0
AB859673,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306087,DSM-18226_301387,Bacillus_AZ_295439,Bacillus_AZ campisalis,1.0
AB872783,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Dactylosporangium,Dactylosporangium aurantiacum,1.0
AB889540,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia rayongensis,1.0
AB889541,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Micromonospora_H_372070,Micromonospora_H_372070 aurantiaca,1.0
AB894335,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces rubrus,1.0
AB899817,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas denitrificans,1.0
AB910521,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Cellulomonas_A,Cellulomonas_A aerilata,1.0
AB917594,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Mizugakiibacter,Mizugakiibacter sediminis,1.0
AB976540,Bacteria,Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Jiangella,Jiangella mangrovi,1.0
AB980255,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces sp000721265,1.0
AB991891.1.1448,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
ADUH01000274,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis biprosthecius,1.0
ADVG01000001,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Ktedonobacter racemifer,1.0
AEIH02000003,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A paludis,1.0
AEJF01000000,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Caballeronia,Caballeronia udeis,1.0
AF003375,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Rhizobium_C_501058,Rhizobium_C_501058 gallicum,1.0
AF005007,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 luteus_A,1.0
AF011343,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus_F_597129,Azoarcus_F_597129 olearius,1.0
AF058660.1.1642,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas sp002401685,1.0
AF058662.1.1727,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas sp002401685,1.0
AF058665.1.1613,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas sp002401685,1.0
AF058666.1.1738,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas sp002401685,1.0
AF084852,Bacteria,Bdellovibrionota_473306,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,Peredibacter starrii,1.0
AF093427,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Oscillochloris,Oscillochloris trichoides,1.0
AF105422,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Xylanimonas,Xylanimonas pachnodae,1.0
AF107039,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium monacense,1.0
AF114800,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinosynnema_379910,Actinosynnema mirum,1.0
AF114802,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinokineospora_380129,Actinokineospora riparia,1.0
AF114804,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Lentzea,Lentzea aerocolonigenes,1.0
AF114806,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Crossiella,Crossiella cryophila,1.0
AF114809,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinosynnema_379891,Actinosynnema sp000716595,1.0
AF116342,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leifsonia_A_381664,Leifsonia_A_381664 poae,1.0
AF116920,Bacteria,Bacillota_A_368345,Clostridia_258483,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna xylanovorans,1.0
AF122883,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_C,Legionella_C gresilensis,1.0
AF122884,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_C,Legionella_C gresilensis,1.0
AF123264,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,Thauera mechernichensis,1.0
AF125091,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Tetrasphaera_A_390453,Tetrasphaera_A_390453 australiensis,1.0
AF131296,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 koreensis,1.0
AF137507,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Paracidovorax_589562,Paracidovorax avenae,1.0
AF138733,Bacteria,Bacillota_I,Bacilli_A,Thermoactinomycetales_367745,Thermoactinomycetaceae_367745,Thermoflavimicrobium_367740,Thermoflavimicrobium dichotomicum,1.0
AF144750,Bacteria,Bacillota_I,Bacilli_A,Bacillales_A,Planococcaceae,Planococcus,Planococcus koreensis,1.0
AF152108,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Asanoa,Asanoa iriomotensis,1.0
AF163119,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Spirillospora_393771,Spirillospora madurae,1.0
AF163122,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Spirillospora_393771,Spirillospora madurae,1.0
AF163123,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Actinocorallia,Spirillospora rubra,1.0
AF177275,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales_778129,Parachlamydiaceae_B,Neochlamydia,Neochlamydia sp000813665,1.0
AF223354,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis_C,Amycolatopsis_C halophila,1.0
AF245017,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Crossiella,Crossiella equi,1.0
AF277195,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Spirillospora_393771,Spirillospora madurae,1.0
AF277201,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea_394555,Nonomuraea candida,1.0
AF282916,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595419,Pigmentiphaga,Pigmentiphaga sp002188635,1.0
AF310217,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_725029,Kluyvera_724519,Kluyvera cryocrescens,1.0
AF325725,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia hierapolitana,1.0
AF366378,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_729055,Yersinia,Yersinia enterocolitica,1.0
