"k","fold","lambda1","lambda2","canonical_direction","cor.train","cor.test"
15,2,10,0,5,0.994700185690542,0.44628957745004
15,3,10,0,1,0.995373463659587,0.939249053232533
15,3,10,0,2,0.995149657557329,0.668838015776471
15,3,10,0,3,0.994352698875716,0.36829750259917
15,3,10,0,4,0.992963135076409,0.320813445291821
15,3,10,0,5,0.993835726978061,0.556709339241225
15,4,10,0,1,0.994236962466021,0.934391730651623
15,4,10,0,2,0.995500690033796,0.678658900865405
15,4,10,0,3,0.994031297908607,0.805622196027143
15,4,10,0,4,0.987607942672183,0.626906384590811
15,4,10,0,5,0.994489283659838,0.518653259876445
15,5,10,0,1,0.994469277824016,0.679126750044703
15,5,10,0,2,0.995482626480427,0.524082358989954
15,5,10,0,3,0.993248840091772,0.437999533608589
15,5,10,0,4,0.98781102844132,0.246133166429672
15,5,10,0,5,0.994540210950383,-0.19895793349965
15,6,10,0,1,0.99499408336551,0.755690691486177
15,6,10,0,2,0.995078099697123,0.840694771646144
15,6,10,0,3,0.993598209611282,0.682797319763859
15,6,10,0,4,0.991398956460365,0.234984482682661
15,6,10,0,5,0.99117723974032,0.517705475104085
15,7,10,0,1,0.994251907028914,0.959386419557803
15,7,10,0,2,0.994393584006031,0.816456387538926
15,7,10,0,3,0.994950633288289,0.587360202658699
15,7,10,0,4,0.98669236745887,0.853037931481204
15,7,10,0,5,0.994420600307888,0.7912888444872
15,8,10,0,1,0.993952161267467,0.94463314307221
15,8,10,0,2,0.994848932742928,0.659444714795652
15,8,10,0,3,0.99376630007453,0.858474330983213
15,8,10,0,4,0.987018112305122,0.829271969714045
15,8,10,0,5,0.994558519043767,0.585385164952086
15,9,10,0,1,0.99430256223377,0.776613928083978
15,9,10,0,2,0.995173221245517,0.650524349781273
15,9,10,0,3,0.993583141315534,0.703168733689395
15,9,10,0,4,0.98704599866846,0.702113007729502
15,9,10,0,5,0.994262174608987,0.841749279086828
15,10,10,0,1,0.99425216835247,0.892387264326744
15,10,10,0,2,0.994568581828568,0.549161997209559
15,10,10,0,3,0.99397594827678,0.782699547120384
15,10,10,0,4,0.986862306109406,0.652274394612703
15,10,10,0,5,0.994331049614975,0.551481650897105
15,11,10,0,1,0.994259240877421,0.841927135581895
15,11,10,0,2,0.995130149029469,0.808456205217258
15,11,10,0,3,0.993561350829785,0.0356622273064173
15,11,10,0,4,0.987224061283194,0.588600830740646
15,11,10,0,5,0.994368927680088,0.700429671205413
15,12,10,0,1,0.994202332206811,0.94117903164007
15,12,10,0,2,0.994934422302256,0.711259489270386
15,12,10,0,3,0.993695766152624,0.824008421854093
15,12,10,0,4,0.986865580109317,0.693327770308606
15,12,10,0,5,0.994546481915225,0.406182345001053
15,13,10,0,1,0.994173866353406,0.944600107625581
15,13,10,0,2,0.995049120699515,0.521144807697574
15,13,10,0,3,0.993512297005443,0.821591604475638
15,13,10,0,4,0.987216276695487,0.743781506808775
15,13,10,0,5,0.995048899788669,0.318906395484795
15,14,10,0,1,0.995466339684661,0.662804621375933
15,14,10,0,2,0.995233455730308,0.742181895638757
15,14,10,0,3,0.994117159546159,0.838287412672396
15,14,10,0,4,0.992690601032237,0.476165543784598
15,14,10,0,5,0.994797513824261,0.184346860042762
15,15,10,0,1,0.994270568644587,0.877810630254922
15,15,10,0,2,0.995663999793022,0.713261477037253
15,15,10,0,3,0.993726826974219,0.799144593657005
15,15,10,0,4,0.987363199913213,0.706712598314101
15,15,10,0,5,0.994711837311327,0.734668543135521
15,1,31.6227766016838,0,1,0.978888181061359,0.885987675648366
15,1,31.6227766016838,0,2,0.976188093812773,0.771157888658525
15,1,31.6227766016838,0,3,0.967094401561638,0.789923792459336
15,1,31.6227766016838,0,4,0.974127822072534,0.722877913359124
15,1,31.6227766016838,0,5,0.969644323489742,0.609146684778123
15,2,31.6227766016838,0,1,0.979256749479519,0.913226699413882
15,2,31.6227766016838,0,2,0.973162460637182,0.481084183416621
15,2,31.6227766016838,0,3,0.963430045430672,0.875452358047172
15,2,31.6227766016838,0,4,0.975217700126664,0.378413314544016
15,2,31.6227766016838,0,5,0.978054268561151,0.38625647478815
15,3,31.6227766016838,0,1,0.980006890605312,0.94384253596996
15,3,31.6227766016838,0,2,0.977741978011951,0.640444566760078
15,3,31.6227766016838,0,3,0.976219154920546,0.612620622652813
15,3,31.6227766016838,0,4,0.974111214005625,0.456413184590748
15,3,31.6227766016838,0,5,0.966376264436545,0.16611391690487
15,4,31.6227766016838,0,1,0.978543710575078,0.936222290712575
15,4,31.6227766016838,0,2,0.973522647479243,0.788741225276499
15,4,31.6227766016838,0,3,0.963070907798183,0.645699438838269
15,4,31.6227766016838,0,4,0.980213269288287,0.663145192008235
15,4,31.6227766016838,0,5,0.977588409927857,0.484110559004396
15,5,31.6227766016838,0,1,0.98054335117413,0.672824723496926
15,5,31.6227766016838,0,2,0.971130699466355,0.366566130996766
15,5,31.6227766016838,0,3,0.969956214321102,0.477265196846837
15,5,31.6227766016838,0,4,0.979049833673367,0.488035327646977
15,5,31.6227766016838,0,5,0.971252680342862,-0.37032161346284
15,6,31.6227766016838,0,1,0.980667613226697,0.776353005160153
15,6,31.6227766016838,0,2,0.973494174658683,0.735860954125013
15,6,31.6227766016838,0,3,0.978124050392889,0.236811701346133
15,6,31.6227766016838,0,4,0.975471874877501,0.767717825489397
15,6,31.6227766016838,0,5,0.967369776201413,0.462625646511784
15,7,31.6227766016838,0,1,0.978375116961859,0.95824633122375
15,7,31.6227766016838,0,2,0.978564698971312,0.682162517208758
15,7,31.6227766016838,0,3,0.961359676541935,0.842227205091978
15,7,31.6227766016838,0,4,0.973452451780536,0.774817448653816
15,7,31.6227766016838,0,5,0.976568258723259,0.775024792300159
15,8,31.6227766016838,0,1,0.977872625421975,0.943991920689965
15,8,31.6227766016838,0,2,0.973581455299283,0.843115429315133
15,8,31.6227766016838,0,3,0.961819468803818,0.815292301074655
15,8,31.6227766016838,0,4,0.976013017078517,0.641588420295202
15,8,31.6227766016838,0,5,0.975985664269631,0.504730310783281
15,9,31.6227766016838,0,1,0.979200845367887,0.782989922541548
15,9,31.6227766016838,0,2,0.971920195662892,0.710329338755852
15,9,31.6227766016838,0,3,0.971738272203467,0.777348111163616
15,9,31.6227766016838,0,4,0.978784226402606,0.623518113355969
15,9,31.6227766016838,0,5,0.964613038767986,0.709505694836133
15,10,31.6227766016838,0,1,0.978931532813099,0.890938468884373
15,10,31.6227766016838,0,2,0.975466542578562,0.837973291338434
15,10,31.6227766016838,0,3,0.960288574426261,0.639957508520912
15,10,31.6227766016838,0,4,0.974663069745584,0.372097784781657
15,10,31.6227766016838,0,5,0.976058809399024,0.524385251713841
15,11,31.6227766016838,0,1,0.979087335521537,0.836497774423352
15,11,31.6227766016838,0,2,0.974018952599577,0.34137509058251
15,11,31.6227766016838,0,3,0.964472510245163,0.683156300442723
15,11,31.6227766016838,0,4,0.975650285212526,0.750255431634934
15,11,31.6227766016838,0,5,0.973904201034171,0.562188267960429
15,12,31.6227766016838,0,1,0.9786391978616,0.947779491848886
15,12,31.6227766016838,0,2,0.972101843089843,0.827873958750373
15,12,31.6227766016838,0,3,0.962225616795908,0.738163244970395
15,12,31.6227766016838,0,4,0.977491473228039,0.697800674334293
15,12,31.6227766016838,0,5,0.976610857165675,0.362944775849712
15,13,31.6227766016838,0,1,0.978607281234149,0.943340566771481
15,13,31.6227766016838,0,2,0.971212275897242,0.812993569984391
15,13,31.6227766016838,0,3,0.963544336597193,0.778521096953586
15,13,31.6227766016838,0,4,0.978125181480624,0.498518965033657
15,13,31.6227766016838,0,5,0.977073241010946,0.331215429405182
15,14,31.6227766016838,0,1,0.980482647831648,0.678930576380952
15,14,31.6227766016838,0,2,0.972005224897914,0.840256118296673
15,14,31.6227766016838,0,3,0.97169680217357,0.454271524409995
15,14,31.6227766016838,0,4,0.978580111413791,0.73082580467564
15,14,31.6227766016838,0,5,0.975029628746412,0.243990521167757
15,15,31.6227766016838,0,1,0.979012827818692,0.867220580398675
15,15,31.6227766016838,0,2,0.971980616779071,0.788176630875819
15,15,31.6227766016838,0,3,0.977655300012824,0.731457891392238
15,15,31.6227766016838,0,4,0.980129235918687,0.715296929701569
15,15,31.6227766016838,0,5,0.962330923635303,0.695719530217406
15,1,100,0,1,0.948447792284562,0.874983583113586
15,1,100,0,2,0.939888858785126,0.777545101168512
15,1,100,0,3,0.938760468253077,0.820615968683093
15,1,100,0,4,0.920721954343417,0.649292730736449
15,1,100,0,5,0.906709836768428,0.596609645068131
15,2,100,0,1,0.949068718325201,0.903565789637061
15,2,100,0,2,0.930582312563074,0.432748733763374
15,2,100,0,3,0.912254897980252,0.894198031092325
15,2,100,0,4,0.925980489851544,0.398021292994427
15,2,100,0,5,0.944920474798529,0.352392213234176
15,3,100,0,1,0.949002258524194,0.946075474292398
15,3,100,0,2,0.943586330416426,0.770897575027176
15,3,100,0,3,0.94343345151196,0.710744837076153
15,3,100,0,4,0.920013392070693,0.341753957458023
15,3,100,0,5,0.910412137664934,0.056902523383648
15,4,100,0,1,0.947064717145666,0.931625556154413
15,4,100,0,2,0.93988548401945,0.663826348875134
15,4,100,0,3,0.944254486305099,0.480211265680536
15,4,100,0,4,0.927948201034114,0.722296660880376
15,4,100,0,5,0.911115299432255,0.64809915774038
15,5,100,0,1,0.953362877869272,0.66102305407236
15,5,100,0,2,0.942479362558021,0.505865491090483
15,5,100,0,3,0.940583356007317,0.461289847496848
15,5,100,0,4,0.919559707401292,0.139607447558183
15,5,100,0,5,0.916471625723544,-0.26973136419096
15,6,100,0,1,0.951307703616799,0.782090489643335
15,6,100,0,2,0.937549206086644,0.821440002490979
15,6,100,0,3,0.947076790909136,0.265000952667631
15,6,100,0,4,0.917184233550081,0.624337615796064
15,6,100,0,5,0.920937459662357,0.435959351022974
15,7,100,0,1,0.946200008277286,0.949859766667878
15,7,100,0,2,0.940573813022537,0.674479650617045
15,7,100,0,3,0.936604809947875,0.773694140201475
15,7,100,0,4,0.922809580445936,0.684139206894696
15,7,100,0,5,0.911732794407495,0.7749564362382
15,8,100,0,1,0.945758194069822,0.942223581363356
15,8,100,0,2,0.937042582152279,0.761768199143604
15,8,100,0,3,0.933566622550046,0.824926867434567
15,8,100,0,4,0.921480565594668,0.71929086016419
15,8,100,0,5,0.91523513767756,0.569591358873405
15,9,100,0,1,0.949232097618358,0.797994277173975
15,9,100,0,2,0.934918860193691,0.823593214507338
15,9,100,0,3,0.938755010296378,0.773977053392939
15,9,100,0,4,0.927922279828106,0.530691301310703
15,9,100,0,5,0.905540831440796,0.589083471059011
15,10,100,0,1,0.948473375103266,0.885396891063786
15,10,100,0,2,0.936602037575825,0.828139947574076
15,10,100,0,3,0.940071023422173,0.493195201714899
15,10,100,0,4,0.925247882757198,0.327756357319429
15,10,100,0,5,0.905008039650201,0.59617276802437
15,11,100,0,1,0.949074211447265,0.830619731407774
15,11,100,0,2,0.940497411403581,0.774755661304639
15,11,100,0,3,0.940607754078478,0.776528395936324
15,11,100,0,4,0.917814337222242,0.291465406298148
15,11,100,0,5,0.91056954870732,0.460980096458645
15,12,100,0,1,0.947292061978368,0.954182508012635
15,12,100,0,2,0.924639503275863,0.839071978669928
15,12,100,0,3,0.934510770258847,0.776710940715811
15,12,100,0,4,0.933820748460852,0.594822421121206
15,12,100,0,5,0.919625718502482,0.463230699359395
15,13,100,0,1,0.946752712584787,0.942222302558249
15,13,100,0,2,0.930110617801154,0.708752772424657
15,13,100,0,3,0.92885980924951,0.769932798738895
15,13,100,0,4,0.927938834353496,0.570500780068131
15,13,100,0,5,0.924042217271924,0.507427062191781
15,14,100,0,1,0.95051378204619,0.693959985776768
15,14,100,0,2,0.934009311076799,0.78126809052989
15,14,100,0,3,0.945098163890716,0.158804322062473
15,14,100,0,4,0.925800761413107,0.743676890087594
15,14,100,0,5,0.918672282249905,0.476344840044054
15,15,100,0,1,0.948429287840779,0.850336147106772
15,15,100,0,2,0.939015789750859,0.701460032296494
15,15,100,0,3,0.943783195707823,0.717673403892608
15,15,100,0,4,0.924173322353806,0.764647816758382
15,15,100,0,5,0.907932693461934,0.673217310610964
15,1,316.227766016838,0,1,0.916770616540576,0.863621758296974
15,1,316.227766016838,0,2,0.897870041305058,0.756678172934732
15,1,316.227766016838,0,3,0.899863358171225,0.789121865295371
15,1,316.227766016838,0,4,0.858415914137024,0.611565762049926
15,1,316.227766016838,0,5,0.849256053020234,0.587536280286368
15,2,316.227766016838,0,1,0.917542752823091,0.894542977651264
15,2,316.227766016838,0,2,0.885795057760986,0.354814409205115
15,2,316.227766016838,0,3,0.901953982292165,0.709237636321569
15,2,316.227766016838,0,4,0.865274156070918,0.436828845371776
15,2,316.227766016838,0,5,0.866311902297084,0.838430805951515
15,3,316.227766016838,0,1,0.916297641997091,0.944033921029193
15,3,316.227766016838,0,2,0.90242263448016,0.785744688118633
15,3,316.227766016838,0,3,0.910632984797161,0.751557221095981
15,3,316.227766016838,0,4,0.858206293695172,0.311282784343616
15,3,316.227766016838,0,5,0.854425353762716,-0.00975984849063227
15,4,316.227766016838,0,1,0.914468788411323,0.920519254097739
15,4,316.227766016838,0,2,0.903889048177221,0.625067642457821
15,4,316.227766016838,0,3,0.908768746282758,0.473015119646965
15,4,316.227766016838,0,4,0.860640525376523,0.741850166055668
15,4,316.227766016838,0,5,0.855975559525501,0.642950025502663
15,5,316.227766016838,0,1,0.924797672089687,0.647438641569823
15,5,316.227766016838,0,2,0.902157683846765,0.53481236763499
15,5,316.227766016838,0,3,0.905510816519468,0.383338431232687
15,5,316.227766016838,0,4,0.858803263635907,0.0712121532097392
15,5,316.227766016838,0,5,0.861635711731516,-0.222018998356451
15,6,316.227766016838,0,1,0.920121141518935,0.781756147243703
15,6,316.227766016838,0,2,0.891843085686537,0.791597513681815
15,6,316.227766016838,0,3,0.915371941427378,0.294011114234526
15,6,316.227766016838,0,4,0.85209998706706,0.584022921949546
15,6,316.227766016838,0,5,0.866775281911409,0.425338915605386
15,7,316.227766016838,0,1,0.912717452527174,0.934933414817176
15,7,316.227766016838,0,2,0.894485885937264,0.630165993474468
15,7,316.227766016838,0,3,0.900736342254457,0.703193848043508
15,7,316.227766016838,0,4,0.863130413131938,0.616467385842383
15,7,316.227766016838,0,5,0.853064301205504,0.78315546622937
15,8,316.227766016838,0,1,0.91203617205006,0.939087215043701
15,8,316.227766016838,0,2,0.895897755041949,0.700328825420178
15,8,316.227766016838,0,3,0.903183846057477,0.749009448242284
15,8,316.227766016838,0,4,0.855785603483786,0.74787366486557
15,8,316.227766016838,0,5,0.854107704320378,0.597090894213026
15,9,316.227766016838,0,1,0.917715180751597,0.812826584409465
15,9,316.227766016838,0,2,0.900249841608151,0.809089731991001
15,9,316.227766016838,0,3,0.900150072700787,0.745516162535286
15,9,316.227766016838,0,4,0.8601251081946,0.627934762278149
15,9,316.227766016838,0,5,0.847628488858876,0.497571221130258
15,10,316.227766016838,0,1,0.916426204694821,0.878576988002
15,10,316.227766016838,0,2,0.892430659615942,0.787697655082883
15,10,316.227766016838,0,3,0.903698332254104,0.42228952442413
15,10,316.227766016838,0,4,0.865516362484024,0.399224606107777
15,10,316.227766016838,0,5,0.847617602809268,0.57416751085096
15,11,316.227766016838,0,1,0.917084936427939,0.827431011506591
15,11,316.227766016838,0,2,0.894553343320917,0.739877657811663
15,11,316.227766016838,0,3,0.905881149087034,0.761886698330653
15,11,316.227766016838,0,4,0.85514546373188,0.163955975666902
15,11,316.227766016838,0,5,0.855456281909867,0.488184180249763
15,12,316.227766016838,0,1,0.913961373596507,0.956201364013686
15,12,316.227766016838,0,2,0.888781608474743,0.810965039327024
15,12,316.227766016838,0,3,0.909219995201999,0.615839024812724
15,12,316.227766016838,0,4,0.862420124888568,0.770600606429213
15,12,316.227766016838,0,5,0.861084858046004,0.610844595665407
15,13,316.227766016838,0,1,0.912231924062847,0.94056332676305
15,13,316.227766016838,0,2,0.89675733301977,0.506496586118984
15,13,316.227766016838,0,3,0.900491249873617,0.599275013109539
15,13,316.227766016838,0,4,0.855719660564135,0.666471661977492
15,13,316.227766016838,0,5,0.860591384369559,0.652793343346127
15,14,316.227766016838,0,1,0.918891622009926,0.704897118103878
15,14,316.227766016838,0,2,0.899279847985907,0.736913057393772
15,14,316.227766016838,0,3,0.911038892756678,0.114038610857305
15,14,316.227766016838,0,4,0.856141987336079,0.770844403309759
15,14,316.227766016838,0,5,0.862412725011431,0.487860035406503
15,15,316.227766016838,0,1,0.915882027676977,0.832907752695296
15,15,316.227766016838,0,2,0.903574017723337,0.691312429487592
15,15,316.227766016838,0,3,0.90695251079408,0.708719389103651
15,15,316.227766016838,0,4,0.854566375052796,0.767424690076592
15,15,316.227766016838,0,5,0.850134579626921,0.633851626424398
15,1,1000,0,1,0.896952407264109,0.855670117749485
15,1,1000,0,2,0.870520483241458,0.740114120943616
15,1,1000,0,3,0.874510023147553,0.743941945298123
15,1,1000,0,4,0.820801636611543,0.595275109035656
15,1,1000,0,5,0.815429769909257,0.577347258313536
15,2,1000,0,1,0.897765468600293,0.888077023784542
15,2,1000,0,2,0.856786117587077,0.306976100809997
15,2,1000,0,3,0.890942077051301,0.516781073176667
15,2,1000,0,4,0.828330969684234,0.453803692093834
15,2,1000,0,5,0.826860504140076,0.887255219499696
15,3,1000,0,1,0.895604306039851,0.940042300433828
15,3,1000,0,2,0.875526210800759,0.786426103283114
15,3,1000,0,3,0.891435793094072,0.769007952486992
15,3,1000,0,4,0.821142286557771,0.298022922468904
15,3,1000,0,5,0.82253436358814,-0.0400793795407385
15,4,1000,0,1,0.894369065724738,0.910086521014556
15,4,1000,0,2,0.876603591720907,0.617903839094916
15,4,1000,0,3,0.886083930877272,0.46378376114406
15,4,1000,0,4,0.821401364935927,0.731255740726839
15,4,1000,0,5,0.82295401088505,0.639123068540489
15,5,1000,0,1,0.906383825219562,0.638220057638895
15,5,1000,0,2,0.873464121529209,0.538965534380325
15,5,1000,0,3,0.882647239935328,0.340633195013579
15,5,1000,0,4,0.823708316973878,0.0447249877316606
15,5,1000,0,5,0.828507897434705,-0.202784472374932
15,6,1000,0,1,0.900182583770793,0.781058854138051
15,6,1000,0,2,0.859327503632934,0.759494640325273
15,6,1000,0,3,0.897481619860185,0.309864896143982
15,6,1000,0,4,0.813480589640288,0.5701793582563
15,6,1000,0,5,0.830987956755011,0.421290930337631
15,7,1000,0,1,0.89218086698628,0.921508821068578
15,7,1000,0,2,0.863894437174435,0.593281713238846
15,7,1000,0,3,0.875559046662925,0.655697644686565
15,7,1000,0,4,0.826353339216116,0.588457795284202
15,7,1000,0,5,0.820349867147664,0.773811938366348
15,8,1000,0,1,0.890467161118923,0.936585629551078
15,8,1000,0,2,0.867493384455968,0.674632372424487
15,8,1000,0,3,0.881390791049034,0.720533172488531
15,8,1000,0,4,0.816464326870941,0.744940086772649
15,8,1000,0,5,0.820221546276254,0.582327882735938
15,9,1000,0,1,0.897549153491374,0.820440112994768
15,9,1000,0,2,0.87266475454816,0.792355024270899
15,9,1000,0,3,0.87631363989485,0.728441221708824
15,9,1000,0,4,0.822113577413501,0.643638256720186
15,9,1000,0,5,0.813266401437269,0.447512926984931
15,10,1000,0,1,0.895947956649159,0.873472015515258
15,10,1000,0,2,0.86300417393184,0.764966228809136
15,10,1000,0,3,0.881894399974868,0.3858483368099
15,10,1000,0,4,0.828449115662062,0.435888386486242
15,10,1000,0,5,0.813408956472911,0.558541455321089
15,11,1000,0,1,0.896123669789357,0.825723147928964
15,11,1000,0,2,0.863066556771943,0.710225525777283
15,11,1000,0,3,0.883752039790282,0.756078304572265
15,11,1000,0,4,0.817110995127487,0.142157201913875
15,11,1000,0,5,0.823567024855521,0.491040190538013
15,12,1000,0,1,0.89248275612324,0.955026057666584
15,12,1000,0,2,0.858686361825452,0.777281695704473
15,12,1000,0,3,0.89079348325371,0.586960654184586
15,12,1000,0,4,0.824724041504796,0.789765417641493
15,12,1000,0,5,0.830194463815368,0.646100004542527
15,13,1000,0,1,0.889607763607636,0.93856093544346
15,13,1000,0,2,0.869112281401758,0.477593088689849
15,13,1000,0,3,0.878912210393145,0.520670888153822
15,13,1000,0,4,0.816846309095357,0.659806489733799
15,13,1000,0,5,0.826367523108433,0.683067999537435
15,14,1000,0,1,0.898554102420168,0.711061815429286
15,14,1000,0,2,0.871811592716658,0.734128078697681
15,14,1000,0,3,0.889384802848109,0.0966935566784948
15,14,1000,0,4,0.817457890185755,0.770913013458113
15,14,1000,0,5,0.827095453538394,0.48254293033502
15,15,1000,0,1,0.894826332176362,0.821263283827714
15,15,1000,0,2,0.876317110327632,0.686196560755798
15,15,1000,0,3,0.883458163876045,0.702558595081941
15,15,1000,0,4,0.81454349603848,0.753018277425294
15,15,1000,0,5,0.815316060258182,0.606589580551809
15,1,3162.27766016838,0,1,0.888239352314039,0.851857916816883
15,1,3162.27766016838,0,2,0.858574615689107,0.732490975851546
15,1,3162.27766016838,0,3,0.805393631948381,0.588781478220723
15,1,3162.27766016838,0,4,0.863380098512857,0.717599217014687
15,1,3162.27766016838,0,5,0.801349712353998,0.572599735215478
15,2,3162.27766016838,0,1,0.889022873864584,0.884835592388949
15,2,3162.27766016838,0,2,0.844027588264666,0.28717130622156
15,2,3162.27766016838,0,3,0.813108722744232,0.460083629518377
15,2,3162.27766016838,0,4,0.883227554455364,0.495144176117409
15,2,3162.27766016838,0,5,0.813362776070062,0.891809705745749
15,3,3162.27766016838,0,1,0.886454760778993,0.937497015550289
15,3,3162.27766016838,0,2,0.863825819076856,0.785329106545998
15,3,3162.27766016838,0,3,0.806004370952174,0.293068578229201
15,3,3162.27766016838,0,4,0.883482535800193,0.775334835140386
15,3,3162.27766016838,0,5,0.809599886148109,-0.050660303129538
15,4,3162.27766016838,0,1,0.885633231544936,0.904580790911814
15,4,3162.27766016838,0,2,0.864466837416558,0.615312378448018
15,4,3162.27766016838,0,3,0.805034832850023,0.726511343122972
15,4,3162.27766016838,0,4,0.87618879255118,0.458072907494097
15,4,3162.27766016838,0,5,0.809172183470909,0.637509132624912
15,5,3162.27766016838,0,1,0.898064164393668,0.634056017901542
15,5,3162.27766016838,0,2,0.860454122333221,0.539854662695543
15,5,3162.27766016838,0,3,0.809392471959328,0.0356500382322252
15,5,3162.27766016838,0,4,0.872560973400348,0.321882748939611
15,5,3162.27766016838,0,5,0.814529923648433,-0.194460762745764
15,6,3162.27766016838,0,1,0.891213818315222,0.780845671813989
15,6,3162.27766016838,0,2,0.84423091221336,0.742888651006294
15,6,3162.27766016838,0,3,0.797661215532592,0.565151003476631
15,6,3162.27766016838,0,4,0.890317702401804,0.315894047825041
15,6,3162.27766016838,0,5,0.815554756655449,0.420475645665909
15,7,3162.27766016838,0,1,0.883340547213998,0.914499486289607
15,7,3162.27766016838,0,2,0.850511686429083,0.576081656598946
15,7,3162.27766016838,0,3,0.811035340648648,0.579257466357995
15,7,3162.27766016838,0,4,0.864540284657963,0.633280127737599
15,7,3162.27766016838,0,5,0.806923838856667,0.769563580234932
15,8,3162.27766016838,0,1,0.880755577166995,0.935379996718692
15,8,3162.27766016838,0,2,0.854726540512546,0.665093910658299
15,8,3162.27766016838,0,3,0.800307702592395,0.742256498538192
15,8,3162.27766016838,0,4,0.871851518199832,0.710973756798493
15,8,3162.27766016838,0,5,0.806153703752509,0.574611282685013
15,9,3162.27766016838,0,1,0.888498913564701,0.823092548198236
15,9,3162.27766016838,0,2,0.860157212774001,0.787148240031946
15,9,3162.27766016838,0,3,0.806381867740723,0.648375107014913
15,9,3162.27766016838,0,4,0.866171507438996,0.721318384205554
15,9,3162.27766016838,0,5,0.798948095273712,0.42810964546532
15,10,3162.27766016838,0,1,0.886760224748947,0.870944391370668
15,10,3162.27766016838,0,2,0.849759124442983,0.756288773715511
15,10,3162.27766016838,0,3,0.813041602684736,0.44849940207163
15,10,3162.27766016838,0,4,0.872680860734261,0.371308785572578
15,10,3162.27766016838,0,5,0.799087212819405,0.551914165162449
15,11,3162.27766016838,0,1,0.886556360478394,0.824884863198376
15,11,3162.27766016838,0,2,0.848915282501366,0.695676875066253
15,11,3162.27766016838,0,3,0.801410721835296,0.138801556567757
15,11,3162.27766016838,0,4,0.874174917830534,0.754368313741458
15,11,3162.27766016838,0,5,0.81042361562003,0.490965560344267
15,12,3162.27766016838,0,1,0.882811186522497,0.953748223358045
15,12,3162.27766016838,0,2,0.845018539720729,0.761750726538695
15,12,3162.27766016838,0,3,0.809520912529327,0.792910466597765
15,12,3162.27766016838,0,4,0.882879814553584,0.579635357595595
15,12,3162.27766016838,0,5,0.817601992998881,0.657547332559282
15,13,3162.27766016838,0,1,0.879325148874731,0.937318850048633
15,13,3162.27766016838,0,2,0.856598270087555,0.47034718398609
15,13,3162.27766016838,0,3,0.801034679180526,0.65438872258681
15,13,3162.27766016838,0,4,0.869131310057583,0.490885347580252
15,13,3162.27766016838,0,5,0.81248452920741,0.690898006459133
15,14,3162.27766016838,0,1,0.889396002821584,0.7136560758495
15,14,3162.27766016838,0,2,0.859051226429731,0.73510412966146
15,14,3162.27766016838,0,3,0.801730654422716,0.770274094738532
15,14,3162.27766016838,0,4,0.879982040226635,0.0898716482382799
15,14,3162.27766016838,0,5,0.81195728667051,0.478526552794199
15,15,3162.27766016838,0,1,0.885318656968632,0.815892686594097
15,15,3162.27766016838,0,2,0.863944545732547,0.684055672321318
15,15,3162.27766016838,0,3,0.797997460845634,0.746970326684206
15,15,3162.27766016838,0,4,0.873170460472787,0.699590253535392
15,15,3162.27766016838,0,5,0.800761739847182,0.594800313856615
15,1,10000,0,1,0.885101665812783,0.850432589069092
15,1,10000,0,2,0.854307545192479,0.729717273048111
15,1,10000,0,3,0.800059653807286,0.586519375789515
15,1,10000,0,4,0.859398021761511,0.707226836235973
15,1,10000,0,5,0.796421153099642,0.570878002425594
15,2,10000,0,1,0.885862850222164,0.883595849148128
15,2,10000,0,2,0.839461566147127,0.280247955034408
15,2,10000,0,3,0.807817897052257,0.462204622534216
15,2,10000,0,4,0.880439159536085,0.490223097886742
15,2,10000,0,5,0.8087451141851,0.892964640268722
15,3,10000,0,1,0.883152933648097,0.936457803131538
15,3,10000,0,2,0.859661585850047,0.784749292930104
15,3,10000,0,3,0.800766895554994,0.291411000907396
15,3,10000,0,4,0.880704290333374,0.777437588019559
15,3,10000,0,5,0.80512265167816,-0.0540768485963834
15,4,10000,0,1,0.882504061538368,0.902460982576966
15,4,10000,0,2,0.860111857246163,0.614414935084532
15,4,10000,0,3,0.799317639659643,0.724836705808959
15,4,10000,0,4,0.872657926905815,0.455775205209666
15,4,10000,0,5,0.804346883802396,0.63694294619291
15,5,10000,0,1,0.895025723460123,0.632547604565667
15,5,10000,0,2,0.855733462342189,0.540069696290799
15,5,10000,0,3,0.804433364991655,0.032717655269959
15,5,10000,0,4,0.868939110387091,0.315078116778203
15,5,10000,0,5,0.809610745049183,-0.191410363789389
15,6,10000,0,1,0.88794113620352,0.780793182624961
15,6,10000,0,2,0.838686094829588,0.736534671652834
15,6,10000,0,3,0.792176946426806,0.563444400744427
15,6,10000,0,4,0.887853383216778,0.317908251902275
15,6,10000,0,5,0.810115853090599,0.420355990358523
15,7,10000,0,1,0.880192760045843,0.911811531790771
15,7,10000,0,2,0.845744104619895,0.569846605419316
15,7,10000,0,3,0.805688506852434,0.576356594962704
15,7,10000,0,4,0.860611177818382,0.62505959957398
15,7,10000,0,5,0.802255885507063,0.768049882023539
15,8,10000,0,1,0.877212600040932,0.934932062170893
15,8,10000,0,2,0.850116746843441,0.66187578811637
15,8,10000,0,3,0.794699707678352,0.741197817732252
15,8,10000,0,4,0.868447560673484,0.707842223664519
15,8,10000,0,5,0.801225763882018,0.571780989854676
15,9,10000,0,1,0.88520471387189,0.823925046385116
